,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
3490,77975,28,1,1,22,41459,2,10,1999,1,0,1438,8536,252,1,10,7801482.9
1994,42469,26,0,1,77,74056,4,7,2016,0,0,6642,3604,992,0,9,4258191.6
2824,32776,72,0,1,71,28374,3,5,2001,0,1,8324,2179,737,0,8,3283690.1
9285,23407,51,0,1,53,67593,2,9,1997,1,1,8824,9552,847,1,1,2350099.7
1342,90374,86,0,1,24,16877,9,3,2016,0,0,4161,7692,102,0,6,9043292.6
8512,17615,13,0,1,88,34394,8,6,2008,1,0,7569,584,687,1,5,1774991.8
1619,11931,33,1,0,14,56356,9,7,1991,0,0,3791,9715,638,1,10,1197776.1
5287,23705,8,1,0,88,57843,9,6,1990,1,1,138,3813,591,1,8,2381470.0
2060,39066,20,0,1,27,95736,5,5,2001,0,1,9286,2855,337,1,3,3914366.1
9955,73975,41,0,0,50,29225,9,3,2016,1,1,9415,2373,687,1,0,7401901.6
2219,85811,70,1,1,91,66014,3,5,1999,1,0,8142,3463,552,1,1,8594337.9
6038,80266,22,0,0,75,59679,7,7,2002,1,0,7669,6651,135,0,6,8030275.2
260,59318,92,0,0,91,68354,9,8,2002,0,0,9413,9619,425,1,5,5939275.2
9365,27532,75,1,1,42,45447,2,10,2016,1,1,484,7159,270,1,9,2763972.6
9093,23320,96,0,0,88,58102,10,6,2013,0,0,9034,90,826,1,6,2337805.3
3744,60656,82,1,1,76,91331,3,7,2014,1,1,5507,6322,205,1,4,6074331.4
2026,26428,55,1,1,94,94645,5,4,2002,1,0,577,3742,698,1,2,2655761.2
6988,36327,41,1,0,7,52894,9,1,1994,1,1,4907,8554,500,0,1,3635910.4
4234,45016,9,0,0,75,84708,2,3,1994,1,1,2134,1180,148,1,3,4506049.4
1917,24323,65,1,1,46,49113,2,10,1995,0,1,5226,5244,682,0,4,2439231.5
1828,35352,89,1,1,18,10826,8,2,2020,1,0,8670,8810,471,1,6,3540142.0
6233,95748,28,0,0,75,6968,2,2,2001,1,1,3446,9626,664,0,10,9577750.1
9332,45916,93,1,1,60,29819,3,5,2009,0,1,4561,5252,486,0,8,4603170.9
6283,32396,11,1,1,8,75606,3,10,2017,1,1,4276,5610,428,1,4,3247610.7
4208,62277,35,1,1,59,99804,4,6,2019,1,0,7920,5846,392,1,2,6236152.9
224,46042,52,0,0,74,45861,9,8,2015,1,0,65,9506,946,0,5,4605791.5
8915,27949,59,1,0,77,87458,8,3,2011,0,0,9984,1450,244,1,5,2803182.1
6469,78016,21,1,0,57,72131,4,2,1993,1,1,751,8247,702,0,0,7809472.3
9413,83639,3,1,1,49,39385,6,10,2006,0,1,2420,1853,830,0,1,8374057.6
846,82285,19,0,0,22,73045,4,5,2014,0,0,782,2211,372,0,8,8229649.4
4289,48067,73,1,0,83,49934,1,9,2009,1,0,168,5013,636,1,6,4818874.9
5560,41057,22,0,0,18,7613,9,3,2014,0,1,449,5255,162,1,3,4106731.4
2551,57369,83,0,1,34,90642,2,10,2017,1,1,6725,1157,685,1,9,5740996.7
117,18466,50,0,1,60,89670,5,2,2020,0,0,2475,1376,568,0,5,1849227.0
8837,90822,23,1,1,62,37659,5,4,1997,1,1,7713,7791,405,0,5,9091107.7
5966,93450,23,1,0,63,15145,10,9,2021,1,0,4453,7882,416,0,8,9350673.1
8195,39853,66,0,0,78,63667,9,2,1997,1,0,699,9491,434,1,9,3988957.7
8659,16368,99,1,1,85,6037,8,10,2007,1,1,5726,8799,637,1,1,1645556.7
7489,82019,5,1,0,81,14371,9,2,2012,1,1,2986,4469,298,0,10,8209073.2
5,39223,36,0,1,17,39489,8,6,2012,0,1,2009,4552,757,0,1,3926647.2
5342,77151,59,0,1,7,42620,1,3,2016,1,1,7404,8951,535,0,9,7718218.6
9111,19373,99,1,1,75,82403,4,4,1997,0,0,3854,2438,207,1,3,1949240.7
4324,75132,70,1,1,89,43424,1,10,2006,1,1,5778,3679,321,0,4,7522620.6
1063,71418,20,0,1,47,2634,2,8,2014,1,1,5273,3159,286,1,7,7147130.4
2590,12387,51,1,0,55,34563,4,4,2017,0,0,1393,6308,789,0,5,1242765.7
8434,11498,38,0,1,41,31410,6,2,2009,1,0,4035,3086,699,0,5,1154978.9
3735,11587,41,1,1,65,98979,8,1,1991,1,1,3810,2130,686,1,9,1166616.1
3517,51021,1,0,0,68,36649,9,6,2011,1,0,9252,4943,251,1,3,5108595.1
6986,25996,3,1,1,18,9008,1,4,2014,0,0,8070,9854,685,0,4,2607460.4
6767,49795,19,0,0,43,96569,10,1,2013,1,0,852,9604,619,0,8,4983282.3
5622,92948,46,0,0,47,15715,9,4,1997,0,0,2471,9824,213,1,1,9297047.7
1605,8284,92,0,0,21,20192,2,7,2012,0,1,5937,2755,374,1,8,830539.2
1733,11484,92,1,0,4,32303,10,2,2006,0,0,4233,6506,682,1,10,1153872.6
9341,98350,34,1,1,96,23526,5,5,2002,0,0,8127,1770,178,0,10,9843345.2
3812,88955,73,1,0,3,4958,9,5,1992,0,0,5602,5299,141,1,0,8898280.2
9624,19686,29,1,0,76,75211,9,10,2009,1,0,4913,5121,614,1,5,1975347.9
1761,79857,62,0,0,46,16261,3,10,2018,1,1,4707,1272,469,1,2,7988061.8
5401,37781,12,0,0,31,85968,6,9,2010,1,1,9571,376,472,0,4,3781636.0
2739,51890,85,1,1,37,23002,7,8,2020,0,1,9905,8229,442,0,3,5194644.0
2472,54765,75,0,0,12,24522,6,1,2013,0,1,6543,9818,101,0,0,5478329.3
6738,91525,14,0,0,74,99283,3,5,1992,0,1,2789,2029,474,1,10,9158303.2
6891,43588,77,0,1,81,96253,2,9,1998,0,0,870,1415,676,1,0,4365377.8
7943,3010,16,0,0,34,36777,6,1,1993,0,1,3732,5916,575,1,8,303807.3
4206,18785,27,0,1,50,59574,7,1,1994,1,0,324,8718,117,0,9,1885931.4
6371,33052,26,1,1,39,97335,1,5,1992,0,1,1891,7697,970,1,4,3312643.2
232,57295,95,0,0,69,32081,2,2,1994,1,1,9771,9634,951,1,7,5731510.4
8258,30164,7,1,1,61,2693,10,8,2000,0,1,9196,8476,122,0,1,3027330.0
7561,88648,99,1,0,34,87239,4,9,2001,0,1,7161,5574,996,0,8,8870854.1
6168,33316,89,0,1,72,44095,5,4,2000,1,0,6673,9968,616,1,8,3340809.0
3596,29722,96,0,1,22,99543,7,1,1991,1,0,4156,6088,642,0,5,2977107.1
6288,88746,45,1,0,43,59032,1,2,2017,1,0,8703,8075,426,0,4,8880447.7
4632,11491,61,1,1,47,4203,7,3,2019,0,1,5698,4031,597,0,5,1157222.9
125,62887,45,0,1,7,91125,4,3,1993,1,0,292,744,675,0,4,6293710.3
7641,18244,7,1,0,75,36238,10,4,1992,0,0,9803,3319,798,0,4,1830305.2
6229,92781,74,0,1,66,51710,7,7,2006,0,0,3302,8003,121,0,0,9284649.6
1296,97802,50,1,0,68,43368,7,2,2021,1,1,8877,9937,189,1,8,9787101.1
1976,81404,69,1,0,8,39713,7,5,2003,0,0,3559,3535,170,0,3,8145005.3
9480,87886,81,0,1,82,78136,9,9,1996,0,1,6081,6873,470,1,9,8796722.6
9581,27328,53,1,0,98,64415,1,5,2012,1,1,4292,8131,943,1,8,2739562.2
5750,81618,87,0,1,80,79006,9,5,2009,0,1,6008,424,733,1,9,8170899.9
8152,62571,10,0,1,73,46678,6,9,2010,0,1,4434,3510,988,0,0,6267676.0
3086,38947,88,0,1,21,84667,7,4,2018,0,1,6357,3415,751,1,8,3900872.8
9276,58774,62,0,1,84,83549,6,3,1991,1,0,6622,2486,353,1,4,5884531.1
6882,67509,79,1,1,63,50528,1,6,2016,1,0,1471,1362,142,0,7,6761569.6
9305,53978,3,0,0,63,59998,2,4,2021,0,0,5082,9585,151,0,7,5399425.1
7673,86399,80,1,0,14,18296,5,4,1998,0,1,6583,8704,320,0,9,8644081.8
3345,58527,27,0,1,76,52596,6,4,1993,0,0,1909,5877,170,0,2,5858721.3
8172,77967,67,1,1,3,61777,1,7,2019,1,0,2396,2240,581,0,3,7802836.9
9421,96237,80,1,1,32,1798,5,4,2015,1,0,3692,3433,181,1,10,9631795.5
5870,72587,98,1,1,20,67127,9,5,1998,1,0,7012,1497,493,0,7,7265382.8
6506,83214,74,0,1,82,17536,10,5,2015,1,0,1773,6167,428,0,8,8329159.5
2797,4389,21,0,0,22,99602,5,4,1991,0,1,4112,3799,993,1,9,441287.1
918,52165,3,1,0,3,77195,7,2,1998,1,0,4903,7398,624,0,6,5221495.8
1646,80294,65,0,1,67,67050,8,6,2010,0,0,8307,6558,413,1,3,8040382.0
5122,80746,36,0,0,19,13184,6,3,2003,1,1,7670,1538,892,1,7,8077153.3
5126,77849,12,0,0,55,61149,5,9,2002,0,0,1951,48,303,0,8,7789805.2
4621,57663,66,0,1,14,38517,10,2,2001,0,0,7766,13,654,1,2,5770477.1
6809,88287,76,0,0,95,76985,4,7,2009,1,1,3586,6017,472,1,7,8837290.9
364,75890,10,0,1,59,33129,9,5,2001,0,1,270,3676,744,0,8,7597786.1
2125,18286,89,0,0,78,76283,1,9,2016,0,1,7738,405,738,1,6,1833185.6
8150,92424,42,1,1,61,18819,1,9,2014,0,0,3143,8902,638,0,7,9252356.4
8717,48178,67,0,0,71,89760,10,2,2011,0,0,4452,3151,870,0,5,4824962.1
55,63053,6,1,1,28,45312,3,1,1997,0,1,8414,6270,939,1,8,6315375.7
638,21703,86,1,1,90,82410,8,4,2019,0,1,843,8090,802,0,6,2183649.9
302,44862,99,0,1,68,58122,7,5,1992,0,0,9383,3076,631,0,3,4493882.2
5811,8319,78,0,0,55,69329,10,10,2019,0,1,9668,8748,403,1,4,834891.9
1276,90110,64,1,0,52,81395,3,5,1998,1,0,8600,8061,384,0,0,9019491.8
4432,48767,3,0,1,64,82521,2,3,2021,0,1,5056,9778,526,1,9,4883097.1
3644,26506,95,0,1,69,86093,4,3,2015,1,0,9373,6376,509,0,1,2660579.5
4143,61140,96,0,1,56,57315,7,8,1998,1,1,4298,3827,358,0,8,6120785.8
2878,89425,19,1,1,47,52212,10,9,2002,0,1,3695,3399,439,0,8,8952287.2
6493,90164,28,1,1,13,50419,9,2,2016,1,1,8609,3586,697,0,0,9022533.6
5240,60824,96,1,0,34,62891,3,10,1995,0,1,8330,8628,165,1,0,6086663.5
9408,71296,96,0,0,40,76968,10,1,2003,1,1,3201,5706,953,0,3,7132660.3
6937,87066,47,0,1,99,36376,7,10,2020,1,0,8057,1919,866,1,3,8718414.0
7240,48206,8,0,1,88,18205,1,7,2005,0,0,111,6638,511,1,0,4830507.5
2593,16894,96,0,0,88,40872,1,1,2011,0,0,8415,4812,301,0,5,1697483.1
2393,76541,99,1,0,4,25412,5,9,2000,0,1,1272,6984,166,1,1,7656647.0
523,65324,7,0,1,8,53047,9,6,2009,0,0,9016,2528,549,0,7,6538401.9
6376,85707,92,1,0,30,7476,5,8,1993,0,0,1828,1568,398,0,0,8578494.3
6981,71000,15,0,1,69,50253,4,10,2006,0,0,8486,4957,948,0,4,7105944.6
6677,3448,13,0,1,68,46201,2,2,2001,0,0,6278,8530,928,1,0,351335.1
3900,12198,30,0,1,49,93273,10,8,1992,1,1,2306,3252,256,1,3,1228783.2
9634,54050,64,0,1,55,49185,3,6,2019,0,1,9818,4534,992,1,8,5411419.9
5585,68052,4,0,0,5,66529,8,3,1992,0,0,189,6541,269,0,8,6805894.2
9360,89173,61,0,1,22,47398,6,5,2009,1,1,512,7359,254,1,10,8921642.9
7956,93561,24,0,0,10,39830,5,5,2001,0,1,5801,5536,777,0,8,9357480.1
7570,38701,64,0,1,43,79884,3,4,1994,0,0,1762,2264,662,0,3,3872401.4
6777,77466,26,1,0,80,39000,10,1,1999,0,1,7972,9820,709,1,4,7753678.9
671,84978,63,1,1,65,50078,2,10,1990,0,0,9649,8176,212,0,9,8508647.0
4188,7312,64,1,1,14,77134,2,10,2016,0,0,71,6680,403,1,8,737475.6
666,34585,34,0,1,99,41029,6,2,2018,0,0,9137,9141,675,1,6,3471454.8
3266,43467,34,1,0,22,58103,2,3,1998,1,0,4340,2690,738,1,6,4350497.8
1887,67665,100,1,1,61,78493,1,9,2004,1,1,2212,420,825,0,10,6773957.4
8472,93622,85,0,0,13,95229,9,6,2012,0,1,6525,5933,111,0,6,9363558.2
9091,23213,89,0,1,42,83553,2,8,2018,1,1,43,3732,999,0,6,2327859.8
7687,51550,1,0,1,88,20892,3,1,1990,1,0,2832,4192,942,1,7,5162107.0
6031,69952,78,0,0,93,75348,1,8,1996,0,1,5595,1882,681,0,7,7001508.6
6090,67271,60,1,1,79,50779,5,7,2021,1,1,8845,5808,948,1,4,6737040.1
6238,17417,53,0,0,47,24075,3,5,2000,0,1,1800,958,645,1,10,1743942.0
7350,78612,93,0,0,9,2651,2,3,1997,1,1,4301,2446,456,1,3,7862673.7
7830,32191,41,1,0,18,89568,1,5,2009,1,1,3288,7908,707,1,3,3224795.9
760,45730,11,0,1,99,22913,6,9,1998,0,1,1919,9706,116,0,10,4583276.8
6254,20349,35,0,1,52,75883,8,3,2016,1,0,5795,2346,618,1,3,2039634.6
1906,13082,24,1,0,48,65999,2,7,2005,0,1,6406,5906,892,1,3,1316514.5
3818,77165,76,0,0,43,30196,5,1,2018,0,0,6837,3477,569,0,10,7719488.8
6269,5991,1,0,0,77,18757,6,8,2021,0,0,293,9351,722,0,0,602374.1
4300,67917,5,0,1,97,63722,1,3,1995,1,0,9895,4313,955,1,0,6801741.5
5569,92032,81,1,1,5,63227,10,1,2012,1,1,9502,7554,268,0,7,9212773.2
7941,17779,66,0,1,24,39706,8,10,2007,1,1,5716,5386,360,0,3,1782565.7
4164,47783,17,1,0,39,50579,10,7,1994,1,0,8626,5343,481,0,0,4786040.4
5971,42360,13,0,0,59,5879,6,6,1992,1,1,4091,7646,555,0,6,4239495.2
3579,49574,45,0,0,97,45597,1,5,2007,0,1,7358,2897,840,1,2,4967356.7
2832,87353,5,1,1,47,25992,8,3,1991,1,1,5013,5168,108,0,8,8745540.1
5449,43359,82,0,1,51,18144,6,7,1991,1,0,9880,5583,831,1,10,4341769.1
3472,4456,65,1,0,79,14188,2,10,2015,0,1,9586,8645,745,1,2,451747.5
6327,28363,59,1,1,77,65674,8,8,2011,0,0,4253,5143,658,1,6,2845490.1
137,77046,69,1,0,85,43517,4,2,1992,0,1,8135,1401,648,0,3,7714235.2
7043,70556,83,0,1,10,33392,10,9,2019,0,1,1421,697,879,1,4,7059493.9
4892,47253,84,0,0,32,81363,2,5,1998,1,0,9819,1143,375,0,10,4728903.8
2180,76658,24,1,1,7,10408,7,8,2020,1,1,9433,6604,286,1,3,7674076.0
7730,54333,63,0,0,14,64761,2,3,2002,0,0,9576,3327,779,0,7,5433936.2
3177,14933,56,1,1,100,45031,4,1,2020,1,1,4788,316,587,0,7,1500885.0
4854,80524,22,1,1,49,46524,10,8,1997,1,1,4111,1883,252,1,2,8060508.7
4637,80622,80,0,1,46,53790,6,7,2015,1,1,2308,8765,791,0,3,8069026.5
5115,22752,14,1,1,58,83194,5,10,2008,0,1,7726,6506,988,1,4,2284238.8
7648,78766,74,1,1,93,78265,5,7,2004,0,0,6686,6215,983,0,7,7885472.4
4261,9803,47,1,1,92,89782,2,7,2018,0,1,4976,8539,851,1,5,998783.8
1331,25112,40,0,0,99,56755,8,5,1994,0,0,750,1894,303,0,2,2518927.4
7002,96931,49,0,1,98,88234,5,3,1999,0,0,3644,9284,165,0,5,9703396.9
6941,29141,92,1,1,67,44478,8,9,1999,0,0,6084,9175,286,0,3,2926194.9
8017,9008,70,0,1,93,21225,3,1,2004,0,1,5401,6744,767,1,4,904516.4
6241,23409,45,1,0,55,92659,6,2,2002,1,0,151,6900,971,0,4,2345459.2
9987,45452,11,0,0,15,98506,9,3,1992,1,1,2811,9474,929,0,5,4546984.2
6881,55474,81,1,1,65,24787,5,3,2012,0,0,411,7268,176,1,6,5553845.2
4530,5268,100,0,0,59,78219,7,2,1992,1,1,4593,3624,959,0,7,529991.2
4673,84023,8,1,0,44,23355,3,1,2013,1,0,6948,398,669,1,9,8408349.3
6996,29708,99,1,1,83,13604,7,1,2018,0,0,17,6913,969,1,4,2986343.8
1252,97843,40,0,0,76,73758,2,6,2012,1,0,2334,2845,780,0,0,9790045.2
3374,5528,47,1,0,96,90146,10,8,2011,1,0,5688,9298,476,0,5,564350.1
2814,98689,75,1,1,55,95076,4,4,2009,0,0,3462,3915,882,0,6,9874062.9
4719,51766,71,1,1,36,36,6,5,2000,1,0,3915,2821,311,1,4,5186043.0
6544,79582,64,0,0,24,80064,5,1,2001,0,1,8998,36,424,1,9,7960890.1
4858,87987,38,1,0,97,26185,6,9,2006,0,1,234,6216,125,0,4,8810668.6
7901,53146,30,0,0,14,11726,10,8,2002,0,0,2207,9239,541,0,6,5316210.2
8580,90045,95,0,0,77,6252,2,3,2008,1,0,8151,3345,501,0,6,9009466.8
8427,65825,55,0,0,45,46451,8,2,2007,0,0,4711,7569,311,0,3,6586250.7
1077,14745,68,1,0,64,86423,10,3,2013,0,1,9747,103,824,1,5,1486405.3
4363,52649,88,0,1,85,89698,2,7,1996,0,1,4763,2082,833,0,6,5274558.6
770,27856,34,0,1,98,93709,7,1,2016,0,0,7117,6509,194,0,9,2795386.6
8865,52416,66,1,0,50,54177,10,5,1990,0,0,1221,3922,532,0,3,5249182.0
249,74704,31,0,0,22,93675,1,9,1992,1,0,7463,8866,347,0,9,7472587.2
7239,6270,23,1,1,42,33199,6,8,2000,0,1,1781,2313,747,0,2,636262.0
3419,65413,96,0,1,15,98244,10,5,2014,0,0,2437,3629,569,0,5,6545051.4
4976,57720,35,1,1,14,88487,10,6,2017,1,0,3550,6304,794,1,9,5777415.7
4544,47902,36,1,0,71,92814,8,9,2021,1,1,5234,8529,541,1,4,4803026.1
5565,55558,74,0,1,85,66559,5,8,2020,1,1,867,5460,215,0,8,5564448.0
7939,75681,7,0,0,35,72864,4,4,2012,0,0,1,368,510,1,4,7570076.2
716,21748,5,0,1,29,75041,9,6,1991,1,0,6703,5408,812,0,10,2180962.1
9652,75489,51,1,1,12,65979,8,8,1996,1,0,7521,5284,270,1,8,7556389.6
2048,79338,35,1,1,80,64607,7,3,2014,1,1,1908,1927,447,0,2,7943850.4
5997,58091,46,1,0,2,96268,2,4,2014,1,0,7565,7813,170,0,3,5813567.4
6600,50092,70,0,0,67,29402,4,5,2018,0,1,6506,9383,396,1,8,5014491.8
7245,61985,85,0,1,35,87072,9,6,1997,1,1,1254,7159,437,0,8,6204099.7
4178,63737,60,1,0,95,63387,3,9,2014,0,0,8882,6064,515,0,8,6387164.4
4809,57859,74,1,1,52,25568,8,8,1995,1,0,7881,8141,711,1,1,5796496.5
9482,20175,19,1,0,8,85910,7,10,2021,1,0,3148,5392,765,0,2,2022153.1
7140,488,28,1,0,80,50312,2,7,1991,0,0,7643,315,660,1,3,53933.1
7190,58036,22,1,0,50,42544,8,10,2006,0,0,4616,530,509,0,1,5810570.6
1460,31873,56,1,1,44,39553,8,6,1997,1,0,9443,1920,393,0,8,3197462.7
5989,75039,5,1,1,26,32066,2,8,2021,0,0,2821,4767,164,0,2,7512308.1
2000,77747,50,1,1,72,98938,8,10,2014,0,1,4829,4204,455,0,3,7786197.4
8175,21245,89,0,1,91,76280,8,9,2018,1,1,2652,6202,963,0,1,2130072.8
404,60675,32,1,0,51,97066,9,7,2002,1,0,5953,6958,260,0,6,6075733.2
384,98543,2,1,0,44,88249,1,3,1992,0,1,2955,6151,661,0,7,9860222.2
9448,41573,78,1,1,36,71474,8,8,2016,0,0,7331,5579,445,0,7,4165283.6
9487,27899,86,1,1,64,38551,6,2,1998,1,0,2211,3489,330,1,1,2799475.8
1633,87901,43,1,0,57,44763,9,3,2008,1,0,6765,4337,994,1,1,8798163.8
9853,58752,79,0,0,98,82396,4,9,1997,0,1,9961,3122,831,0,4,5881679.7
4784,70573,78,1,1,3,28926,8,5,2016,1,1,8314,2512,745,1,4,7061764.6
9456,5329,40,0,0,58,38935,4,9,1994,0,1,2706,9104,239,0,6,539067.4
6970,60368,100,0,1,21,27622,9,3,1998,1,1,6195,6996,384,0,5,6043393.8
3925,20195,76,0,1,27,53929,7,4,2011,0,0,6540,9564,718,0,8,2026607.1
4158,72194,86,0,0,37,24289,7,1,1992,0,1,9997,464,894,0,8,7222517.2
7449,9995,82,1,1,68,86141,10,9,2017,0,0,9257,782,486,0,7,1008786.7
8415,13522,4,0,0,74,84593,3,10,2021,0,1,2985,4037,161,1,7,1354750.1
2193,48831,69,0,1,29,84669,3,9,2015,0,0,634,6304,634,1,3,4889109.5
1015,46572,89,0,0,18,40052,4,4,1993,1,1,6035,7454,704,1,9,4658899.3
5124,66907,24,1,1,93,72331,10,4,2012,0,0,6630,8145,366,0,6,6703560.2
7418,59520,52,0,1,40,79444,6,5,2007,1,0,2588,4357,985,0,7,5959253.7
7409,52339,21,1,0,40,62344,7,1,2020,0,0,7476,879,243,0,10,5240271.0
8989,77027,44,0,0,25,22176,4,10,1996,1,1,6206,313,690,1,8,7705249.6
2871,68063,52,1,0,51,6235,10,4,1990,0,1,9550,3622,379,1,4,6813816.0
9,39686,42,0,0,15,71019,5,8,2021,1,1,5198,5342,591,1,3,3970892.1
1838,70614,38,0,1,9,23939,2,10,1994,1,0,8522,9457,628,0,2,7064089.4
4804,64186,10,0,0,6,74593,3,5,2011,1,1,5408,7422,971,1,3,6419507.1
255,65217,26,1,1,39,96357,6,8,2019,0,1,1374,3300,804,0,10,6531999.9
7026,98840,48,0,0,6,82101,6,4,2005,1,1,3563,4620,833,1,6,9885470.5
5713,34592,24,0,0,80,32228,1,7,1996,0,1,7058,3151,753,1,6,3467169.6
3324,18198,25,0,1,66,92677,9,2,2009,1,0,4239,6223,782,0,2,1828162.9
7714,31328,54,1,1,62,63889,10,5,1993,0,0,7677,4204,109,0,5,3143977.3
1581,40987,99,0,0,77,44273,2,2,1995,0,0,4564,7576,942,0,8,4105390.5
924,12079,66,1,1,70,60660,6,8,2020,1,0,3094,4275,512,1,9,1213149.0
2779,9503,12,1,0,8,14276,8,4,2016,0,1,8790,633,603,1,2,955903.6
7891,23854,10,1,0,23,13330,8,3,2004,0,1,3882,8632,253,0,9,2390350.4
6132,33427,23,1,1,99,20168,6,3,2020,1,1,3522,7671,214,0,8,3351101.0
5320,48070,2,0,0,65,27058,4,7,2013,0,1,4077,1755,109,1,2,4812736.3
7312,65689,92,0,1,59,48136,6,5,2000,0,1,1947,8998,528,1,7,6578403.0
7102,302,23,1,0,30,81623,10,10,1994,1,1,9024,7783,786,0,6,34373.4
6042,29256,41,1,0,87,64566,8,3,1991,0,1,8984,8881,437,0,9,2933216.1
3775,5475,37,0,0,51,1384,1,5,1998,1,1,1553,4370,361,1,10,551668.8
4835,32805,35,0,0,17,56962,8,5,1994,1,1,6766,6510,451,1,9,3281975.4
4964,78982,38,1,0,18,84329,3,8,2007,1,1,1538,7225,328,1,0,7905259.7
539,35634,77,0,1,50,21065,7,4,1998,1,1,8120,9651,462,0,1,3568972.8
7483,59240,81,1,0,42,21297,2,2,2002,0,0,5215,6651,839,1,7,5928857.2
2745,10310,85,1,0,93,95796,2,9,2016,1,0,6055,4822,434,1,6,1041341.6
3719,60988,68,0,1,59,1388,2,1,2010,0,0,3340,7206,342,0,3,6106833.0
6819,76423,71,1,1,56,80511,10,6,2017,1,1,3709,7826,413,1,2,7656245.7
9337,33709,31,1,1,7,30647,3,5,1997,0,0,3797,4990,461,0,5,3378877.7
4468,5693,55,1,0,37,30805,8,9,2018,1,1,1638,986,442,1,0,576081.8
667,56666,13,0,0,63,80634,8,9,2000,1,1,6911,7146,543,1,9,5671002.0
7575,7438,70,1,1,20,32310,10,3,2003,1,1,7412,9673,921,0,2,753012.3
8549,37846,76,0,1,54,33431,10,7,1991,0,1,934,7934,558,1,4,3790981.1
5063,12127,22,0,0,69,18404,10,4,1998,0,0,8522,915,882,0,2,1214434.8
1353,7923,31,1,1,1,83587,10,10,2001,1,1,7056,8383,531,1,10,799303.1
7114,92264,72,1,1,26,7812,6,3,1995,1,0,6972,3804,828,1,8,9235289.5
9773,81875,24,1,1,18,65375,9,3,1992,0,0,3437,1738,202,0,6,8192107.2
8662,77726,23,0,0,1,65747,10,4,2003,1,0,5497,5984,885,1,6,7773518.3
2703,55825,69,1,0,25,46465,3,1,2001,1,1,441,771,905,0,4,5585288.1
3330,50472,71,1,1,39,36794,1,10,2021,0,0,1789,9426,619,0,3,5055489.1
8053,78164,72,1,1,65,22037,9,9,1992,1,1,5115,5707,449,0,9,7823145.2
3584,99053,20,1,1,41,29160,10,6,2013,0,1,181,5549,223,0,1,9914114.3
9441,6820,99,1,1,86,91236,10,1,2001,1,1,4589,7146,237,1,8,692421.1
5645,57564,64,0,0,18,90877,9,2,1999,1,0,6422,5878,927,1,6,5758203.9
3376,86326,18,0,0,55,88000,6,4,2021,1,1,5279,5790,412,1,8,8635482.1
1256,85083,70,0,0,33,15966,6,10,1994,1,1,1697,6032,573,1,3,8511641.4
6190,36137,72,0,1,31,67680,8,4,2020,1,1,2452,659,421,1,9,3619989.0
5348,73554,81,0,0,46,49263,9,2,2004,0,0,5221,7101,289,0,4,7358902.4
4175,32721,57,1,0,76,63722,1,4,1991,1,1,1877,3856,169,0,3,3275735.1
4910,3475,5,1,1,9,34179,9,9,1998,1,1,5996,3689,431,1,6,355722.8
1852,90339,74,0,0,3,64736,10,8,2007,0,0,4282,3627,552,0,5,9034852.7
6316,65101,3,0,0,60,26676,8,9,2019,1,0,2696,6302,158,1,3,6515401.9
9854,92075,45,1,1,39,75562,8,6,2005,1,0,3320,1744,211,1,2,9216323.5
2105,47794,35,0,1,78,94512,4,2,2014,1,0,7795,3910,957,1,7,4784670.4
133,9619,66,1,0,91,82543,9,5,1991,0,1,1069,3823,927,0,10,969806.1
5029,85740,22,1,1,59,94767,6,6,2010,1,0,5447,1586,572,0,3,8579832.0
928,70603,35,1,0,42,21908,8,1,2012,0,0,2976,8011,324,0,7,7065124.2
823,28769,22,1,0,80,17297,6,10,2021,1,0,6686,5731,546,1,2,2881959.1
7576,81498,95,1,1,28,73772,6,10,2007,1,1,8658,3078,787,1,1,8158900.7
1531,23548,42,1,1,26,71297,5,3,1991,1,0,5326,780,600,1,8,2363386.1
1214,6121,70,1,0,31,8342,5,1,2004,1,0,8341,1716,560,0,10,618710.4
504,48540,42,0,0,27,98742,4,5,2016,1,1,5751,8410,489,1,4,4856286.6
6530,27002,82,0,1,18,55734,6,6,2007,1,0,223,7916,754,1,3,2703257.7
3072,38190,42,0,1,92,55109,2,5,2012,0,1,6916,7363,411,1,0,3828288.2
9086,7789,28,1,0,92,35371,6,7,1998,0,0,8583,1004,147,0,7,784603.8
8647,46336,1,1,1,3,37727,8,6,2009,0,1,2133,152,799,1,3,4643781.9
6619,42557,71,1,1,23,46686,9,2,2015,1,1,880,1526,938,1,7,4264085.5
9273,47765,15,0,1,66,14101,4,5,2007,1,1,5106,5280,431,0,10,4781324.7
3709,64318,1,1,1,83,82829,9,3,2002,1,1,3395,5111,800,1,10,6446168.2
4849,41705,45,0,0,97,75383,3,6,2010,0,0,3513,957,754,0,5,4173470.0
4748,26223,12,0,0,76,23351,3,9,1994,0,0,7431,2331,798,1,0,2628273.4
4268,61387,55,0,0,52,16803,5,1,2007,1,1,2078,1127,908,0,5,6140746.7
9878,21833,26,0,0,80,53366,2,4,2001,1,1,8801,3190,953,0,2,2185600.1
8905,45091,71,1,1,78,55216,10,3,2010,0,1,285,2887,908,0,1,4523785.0
4186,66759,9,1,1,64,40594,3,10,1996,1,0,8973,4891,841,1,6,6683970.6
